"","Type","Mix.type","Mix.type.OD","Solo.matchings","nAI.ED_NO","PLT_S_DART","PLT_S_DART.1","CLASSIFICATION","Type.mixture","AI_1.PLT_S_DART","AI_1.ED_NO","AI_2.PLT_S_DART","AI_2.PLT_S_DART.1","AI_2.ED_NO","AI_3.PLT_S_DART","AI_3.ED_NO","AI_4.PLT_S_DART","AI_4.ED_NO","variable","quotient","Exposure.Type","Time","Beta-cyfluthrin","Bifenthrin","Clothianidin","Deltamethrin","Endosulfan","Ethiprole","Etofenprox","Fenpropidin","Fipronil","Fluoxastrobin","Flupyradifurone","Imidacloprid","Isoflucypram","Lambda-cyhalothrin","Methamidophos","Methiocarb","Prothioconazole","Prochloraz","Spiromesifen","Spirotetramat","Spiroxamine","Tebuconazole","Tetraniliprole","Thiacloprid","Thiodicarb","Transfluthrin","Triadimenol","Alpha-cypermethrin","combo.name","N.combo","combo.S.name","3A","4A","2A","2B","G2","C3","4D","C2","1B","1A","G1","23","28","MoA.class.name","N.MoA.class","vsSCh","nAChR receptor agonist","GABA-A receptor","SBI: sterol biosynthesis","respiration (CIII, o-site)","respiration: SDH","AChE","DMI","ACCase inhibitor (I)","ryanodine receptor modulator","Label.class.name","N.Label.class","INS","FUN","combo.Type.name","N.combo.Type","log10Q"
"2717","Insecticide + Fungicide","EC 250 & CS 100",FALSE,"EC250 & CS100","M-182501-01-1","PTZ & Karate Zeon ","PTZ&LCY","1","Tank mix","prothioconazole EC 250 G","M-182441-01-1","lambda-cyhalothrin CS 100 G","lambda-cyhalothrin CS 100 G","M-182486-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",0.49,"oral","24",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Lambda-cyhalothrin + Prothioconazole",2,"LCY + PTZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.309803919971486
"2731","Insecticide + Fungicide","EC 250 & SC 80",FALSE,"EC250 & SC80","M-360050-01-1","PTZ & bifenthrin ","PTZ&BFN","1","Tank mix","prothioconazole EC 250 G","M-182441-01-1","bifenthrin SC 80 G","bifenthrin SC 80 G","M-359276-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",0.49,"oral","24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Bifenthrin + Prothioconazole",2,"BFN + PTZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.309803919971486
"1673","Fungicide + Fungicide","EC (200+300)",FALSE,"EW250 + EC450","NUFARM","TBZ+PCZ","TBZ+PCZ","2",NA,"tebuconazole EW 250 G","M-182469-01-1","Sportak 450 EC ","Prochloraz 450 EC ","M-418500-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.48,"cont","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Prochloraz + Tebuconazole",2,"PCZ + TBZ",0,0,0,0,0,0,0,0,0,0,1,0,0,"G1 + G1",1,0,0,0,0,0,0,0,1,0,0,"DMI + DMI",1,0,1,"FUN + FUN",1,-0.318758762624413
"1651","Insecticide + Insecticide","FS (150+450)",FALSE,"FS350 + FS400","M-127978-01-1","IMD+TDC ","IMD+TDC","1",NA,"imidacloprid FS 350","M-500305-01-1","thiodicarb FS 400 G","thiodicarb FS 400 G","M-361379-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",0.47,"cont","24",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Imidacloprid + Thiodicarb",2,"IMD + TDC",0,1,0,0,0,0,0,0,0,1,0,0,0,"4A + 1A",2,0,1,0,0,0,0,1,0,0,0,"nAChR receptor agonist + AChE",2,1,0,"INS + INS",1,-0.327902142064283
"2741","Fungicide + Fungicide","EC (225+75)",FALSE,"EW250 + EC250","M-278423-01-1","TBZ+TDL ","TBZ+TDL","2",NA,"tebuconazole EW 250 G","M-182469-01-1","triadimenol EC 250","triadimenol EC 250","M-080267-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.47,"oral","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Tebuconazole + Triadimenol",2,"TBZ + TDL",0,0,0,0,0,0,0,0,0,0,1,0,0,"G1 + G1",1,0,0,0,0,0,0,0,1,0,0,"DMI + DMI",1,0,1,"FUN + FUN",1,-0.327902142064283
"2807","Insecticide + Fungicide","EC 250 & SC 80",FALSE,"EC250 & SC80","M-360050-01-1","PTZ & bifenthrin ","PTZ&BFN","1","Tank mix","prothioconazole EC 250 G","M-182441-01-1","bifenthrin SC 80 G","bifenthrin SC 80 G","M-359276-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.47,"oral","48",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Bifenthrin + Prothioconazole",2,"BFN + PTZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.327902142064283
"1709","Insecticide + Insecticide","FS (100+80)",FALSE,"FS250 + TGAI","M-388700-01-1","CTD+CYB","CTD+CYB","3",NA,"clothianidin FS 250 G","M-359875-01-1","beta-cyfluthrin TC","beta-cyfluthrin TC","M-053813-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.46,"cont","48",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beta-cyfluthrin + Clothianidin",2,"CYB + CTD",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,-0.337242168318426
"1731","Insecticide + Fungicide","EW 250 & CS 100",FALSE,"EW250 & CS100","M-182494-01-1","TBZ & Karate Zeon ","TBZ&LCY","1","Tank mix","tebuconazole EW 250 G ","M-182469-01-1","lambda-cyhalothrin CS 100 G","lambda-cyhalothrin CS 100 G","M-182486-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.46,"cont","48",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Lambda-cyhalothrin + Tebuconazole",2,"LCY + TBZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.337242168318426
"1682","Fungicide + Fungicide","EC (50+100)",FALSE,"EC50 + EC250","M-599934-01-1","ISY+PTZ ","ISY+PTZ","1",NA,"Isoflucypram EC 50","M-571280-01-1","Prothioconazole EC 250","Prothioconazole EC 250","M-182441-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.45,"cont","48",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Isoflucypram + Prothioconazole",2,"ISY + PTZ",0,0,0,0,0,0,0,1,0,0,1,0,0,"C2 + G1",2,0,0,0,0,0,1,0,1,0,0,"respiration: SDH + DMI",2,0,1,"FUN + FUN",1,-0.346787486224656
"2777","Insecticide + Insecticide","OD (90+210)",TRUE,"EC25 + OD200","M-678968-01-1","CYB+IMD","CYB+IMD","2",NA,"Beta-cyfluthrin EC 25","M-363013-01-1","Imidacloprid OD 200","Imidacloprid OD 200","M-121772-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.45,"oral","48",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beta-cyfluthrin + Imidacloprid",2,"CYB + IMD",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,-0.346787486224656
"1652","Insecticide + Fungicide","EC 250 & CS 100",FALSE,"EC250 & CS100","M-105337-01-1","PTZ & Karate Zeon ","PTZ&LCY","1","Tank mix","prothioconazole EC 250 G","M-182441-01-1","lambda-cyhalothrin CS 100 G","lambda-cyhalothrin CS 100 G","M-182486-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",0.44,"cont","24",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Lambda-cyhalothrin + Prothioconazole",2,"LCY + PTZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.356547323513813
"1690","Insecticide + Insecticide","OD (10+100)",TRUE,"EC25 + OD180","M-103520-01-1","DLT+TCP ","DLT+TCP","2",NA,"deltamethrin EC 25 G","M-555661-01-1","thiacloprid OD 180 G","thiacloprid OD 180 G","M-272691-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.44,"cont","48",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Deltamethrin + Thiacloprid",2,"DLT + TCP",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,-0.356547323513813
"1704","Insecticide + Insecticide","FS (233+233)",FALSE,"FS250 + FS350","M-358047-01-1","CTD+IMD ","CTD+IMD","1",NA,"clothianidin FS 250 G","M-359875-01-1","imidacloprid FS 350","imidacloprid FS 350","M-500305-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.43,"cont","48",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clothianidin + Imidacloprid",2,"CTD + IMD",0,1,0,0,0,0,0,0,0,0,0,0,0,"4A + 4A",1,0,1,0,0,0,0,0,0,0,0,"nAChR receptor agonist + nAChR receptor agonist",1,1,0,"INS + INS",1,-0.366531544420413
"1701","Insecticide + Insecticide","FS (180+360)",FALSE,"TGAI + FS350","M-311422-01-1","FPR+IMD ","FPR+IMD","3",NA,"fipronil TC","M-181918-02-1","imidacloprid FS 350 G","imidacloprid FS 350 G","M-500305-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.41,"cont","48",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fipronil + Imidacloprid",2,"FPR + IMD",0,1,0,1,0,0,0,0,0,0,0,0,0,"4A + 2B",2,0,1,1,0,0,0,0,0,0,0,"nAChR receptor agonist + GABA-A receptor",2,1,0,"INS + INS",1,-0.387216143280265
"1630","Insecticide + Insecticide","SL (30+500)",FALSE,"SL200 + SL530","M-041366-01-1","IMD+MDP ","IMD+MDP","1",NA,"imidacloprid SL 200 G","M-084112-01-1","methamidophos SL 530","methamidophos SL 530","M-041366-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",0.4,"cont","24",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Imidacloprid + Methamidophos",2,"IMD + MDP",0,1,0,0,0,0,0,0,1,0,0,0,0,"4A + 1B",2,0,1,0,0,0,0,1,0,0,0,"nAChR receptor agonist + AChE",2,1,0,"INS + INS",1,-0.397940008672038
"1706","Insecticide + Insecticide","SL (30+500)",FALSE,"SL200 + SL530","M-041366-01-1","IMD+MDP ","IMD+MDP","1",NA,"imidacloprid SL 200 G","M-084112-01-1","methamidophos SL 530","methamidophos SL 530","M-041366-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.4,"cont","48",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Imidacloprid + Methamidophos",2,"IMD + MDP",0,1,0,0,0,0,0,0,1,0,0,0,0,"4A + 1B",2,0,1,0,0,0,0,1,0,0,0,"nAChR receptor agonist + AChE",2,1,0,"INS + INS",1,-0.397940008672038
"1728","Insecticide + Fungicide","EC 250 & CS 100",FALSE,"EC250 & CS100","M-105337-01-1","PTZ & Karate Zeon ","PTZ&LCY","1","Tank mix","prothioconazole EC 250 G","M-182441-01-1","lambda-cyhalothrin CS 100 G","lambda-cyhalothrin CS 100 G","M-182486-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.4,"cont","48",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Lambda-cyhalothrin + Prothioconazole",2,"LCY + PTZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.397940008672038
"1710","Insecticide + Insecticide","FS (100+80+100)",FALSE,"FS250 + TGAI + FS350","M-390577-01-1","CTD+CYB+IMD ","CTD+CYB+IMD","3",NA,"clothianidin FS 250 G","M-359875-01-1","beta-cyfluthrin TC","beta-cyfluthrin TC","M-053813-01-1","imidacloprid FS 350","M-500305-01-1",NA,NA,"Ratio.LD50.cont.48",0.39,"cont","48",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beta-cyfluthrin + Clothianidin + Imidacloprid",3,"CYB + CTD + IMD",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,-0.408935392973501
"2783","Insecticide + Insecticide","WG (12+2)",FALSE,"SL50 + TGAI","M-557853-01-2","FPF+SMF","FPF+SMF","3",NA,"Flupyradifurone SL50","M-471245-01-1","Spiromesifen tech","Spiromesifen tech","M-031874-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.39,"oral","48",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Flupyradifurone + Spiromesifen",2,"FPF + SMF",0,0,0,0,0,0,1,0,0,0,0,1,0,"4D + 23",2,0,1,0,0,0,0,0,0,1,0,"nAChR receptor agonist + ACCase inhibitor (I)",2,1,0,"INS + INS",1,-0.408935392973501
"1674","Fungicide + Fungicide","EC (160 + 300)",FALSE,"EC250 + EC500","M-074353-01-1","PTZ+SPX ","PTZ+SPX","1",NA,"prothioconazole EC 250 G","M-182441-01-1","spiroxamine EC 500 G","spiroxamine EC 500 G","M-680761-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.37,"cont","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Prothioconazole + Spiroxamine",2,"PTZ + SPX",0,0,0,0,1,0,0,0,0,0,1,0,0,"G2 + G1",2,0,0,0,1,0,0,0,1,0,0,"SBI: sterol biosynthesis + DMI",2,0,1,"FUN + FUN",1,-0.431798275933005
"1714","Insecticide + Insecticide","GR (6+4)",FALSE,"TGAI + TGAI","M-641675-01-1","FPR+TTP ","FPR+TTP","3",NA,"Fipronil tech","M-181918-02-1","Tetraniliprole tech","Tetraniliprole tech","M-441758-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.36,"cont","48",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Fipronil + Tetraniliprole",2,"FPR + TTP",0,0,0,1,0,0,0,0,0,0,0,0,1,"2B + 28",2,0,0,1,0,0,0,0,0,0,1,"GABA-A receptor + ryanodine receptor modulator",2,1,0,"INS + INS",1,-0.443697499232713
"2732","Insecticide + Fungicide","OD 240 & EC 250",TRUE,"OD240 & EC250","M-103518-01-1","TCP & PTZ ","TCP&PTZ","1","Tank mix","thiacloprid OD 240 G","M-103506-01-1","prothioconazole EC 250 G","prothioconazole EC 250 G","M-182441-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",0.36,"oral","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Prothioconazole + Thiacloprid",2,"PTZ + TCP",0,1,0,0,0,0,0,0,0,0,1,0,0,"4A + G1",2,0,1,0,0,0,0,0,1,0,0,"nAChR receptor agonist + DMI",2,1,1,"INS + FUN",2,-0.443697499232713
"2808","Insecticide + Fungicide","OD 240 & EC 250",TRUE,"OD240 & EC250","M-103518-01-1","TCP & PTZ ","TCP&PTZ","1","Tank mix","thiacloprid OD 240 G","M-103506-01-1","prothioconazole EC 250 G","prothioconazole EC 250 G","M-182441-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.35,"oral","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Prothioconazole + Thiacloprid",2,"PTZ + TCP",0,1,0,0,0,0,0,0,0,0,1,0,0,"4A + G1",2,0,1,0,0,0,0,0,1,0,0,"nAChR receptor agonist + DMI",2,1,1,"INS + FUN",2,-0.455931955649724
"1653","Insecticide + Fungicide","EC 250 & CS 100",FALSE,"EC250 & CS100","M-182501-01-1","PTZ & Karate Zeon ","PTZ&LCY","1","Tank mix","prothioconazole EC 250 G","M-182441-01-1","lambda-cyhalothrin CS 100 G","lambda-cyhalothrin CS 100 G","M-182486-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",0.33,"cont","24",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Lambda-cyhalothrin + Prothioconazole",2,"LCY + PTZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.481486060122112
"1683","Fungicide + Fungicide","EC (100+100+50)",FALSE,"EC250 + EW250 + EC250","M-574908-01-1","PTZ+TBZ+ISY ","PTZ+TBZ+ISY","2",NA,"Prothioconazole EC 250","M-182441-01-1","Tebuconazole EW 250","Tebuconazole EW 250","M-182469-01-1","Isoflucypram EC 50","M-571280-01-1",NA,NA,"Ratio.LD50.cont.48",0.33,"cont","48",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Isoflucypram + Prothioconazole + Tebuconazole",3,"ISY + PTZ + TBZ",0,0,0,0,0,0,0,1,0,0,1,0,0,"C2 + G1",2,0,0,0,0,0,1,0,1,0,0,"respiration: SDH + DMI",2,0,1,"FUN + FUN",1,-0.481486060122112
"2721","Insecticide + Fungicide","EC 250 & SC 100",FALSE,"EC250 & SC100","M-105301-01-1","PTZ & Fastac ","PTZ&ACY","1","Tank mix","prothioconazole EC 250 G","M-182441-01-1","alpha-cypermethrin SC 100","alpha-cypermethrin SC 100","M-182498-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",0.33,"oral","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Prothioconazole + Alpha-cypermethrin",2,"PTZ + ACY",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.481486060122112
"1607","Fungicide + Fungicide","EC (100+100+50)",FALSE,"EC250 + EW250 + EC250","M-574908-01-1","PTZ+TBZ+ISY ","PTZ+TBZ+ISY","2",NA,"Prothioconazole EC 250","M-182441-01-1","Tebuconazole EW 250","Tebuconazole EW 250","M-182469-01-1","Isoflucypram EC 50","M-571280-01-1",NA,NA,"Ratio.LD50.cont.24",0.31,"cont","24",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Isoflucypram + Prothioconazole + Tebuconazole",3,"ISY + PTZ + TBZ",0,0,0,0,0,0,0,1,0,0,1,0,0,"C2 + G1",2,0,0,0,0,0,1,0,1,0,0,"respiration: SDH + DMI",2,0,1,"FUN + FUN",1,-0.508638306165727
"1692","Insecticide + Insecticide","OD (20+150)",TRUE,"EC25 + OD180","M-088149-01-1","DLT+TCP ","DLT+TCP","2",NA,"deltamethrin EC 25","M-555661-01-1","thiacloprid OD 180 G","thiacloprid OD 180 G","M-272691-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.28,"cont","48",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Deltamethrin + Thiacloprid",2,"DLT + TCP",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,-0.552841968657781
"1729","Insecticide + Fungicide","EC 250 & CS 100",FALSE,"EC250 & CS100","M-182501-01-1","PTZ & Karate Zeon ","PTZ&LCY","1","Tank mix","prothioconazole EC 250 G","M-182441-01-1","lambda-cyhalothrin CS 100 G","lambda-cyhalothrin CS 100 G","M-182486-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.28,"cont","48",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Lambda-cyhalothrin + Prothioconazole",2,"LCY + PTZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.552841968657781
"2722","Insecticide + Fungicide","EW 250 & SC 100",FALSE,"EW250 & SC100","M-182512-02-1","TBZ & Fastac ","TBZ&ACY","1","Tank mix","tebuconazole EW 250 G ","M-182469-01-1","alpha-cypermethrin SC 100","alpha-cypermethrin SC 100","M-182498-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",0.28,"oral","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Tebuconazole + Alpha-cypermethrin",2,"TBZ + ACY",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.552841968657781
"2764","Insecticide + Insecticide","SC (120+120)",FALSE,"SC200 + SC48","M-329608-01-1","IMD+SPT ","IMD+SPT","1",NA,"imidacloprid SC 200 G","M-032525-01-1","spirotetramat SC 48","spirotetramat SC 48","M-281729-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.28,"oral","48",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Imidacloprid + Spirotetramat",2,"IMD + SPT",0,1,0,0,0,0,0,0,0,0,0,1,0,"4A + 23",2,0,1,0,0,0,0,0,0,1,0,"nAChR receptor agonist + ACCase inhibitor (I)",2,1,0,"INS + INS",1,-0.552841968657781
"1718","Insecticide + Insecticide","EW (52.5+26.3)",FALSE,"TGAI + SL50","M-562799-01-1","BFT+FPF ","BFT+FPF","3",NA,"Transfluthrin (BFT) tech","M-539751-01-1 + M-543376-01-1","Flupyradifurone SL50","Flupyradifurone SL50","M-471245-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.27,"cont","48",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Flupyradifurone + Transfluthrin",2,"FPF + BFT",1,0,0,0,0,0,1,0,0,0,0,0,0,"3A + 4D",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,-0.568636235841013
"1660","Insecticide + Fungicide","OD (10+100) & EC 250",TRUE,"EC25 + OD180 & EC250","M-103522-01-1","DLT+TCP & PTZ ","DLT+TCP&PTZ","2","Tank mix","deltamethrin EC 25","M-555661-01-1","thiacloprid OD 180 G","thiacloprid OD 180 G","M-272691-01-1","prothioconazole EC 250 G","M-182441-01-1",NA,NA,"Ratio.LD50.cont.24",0.26,"cont","24",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Deltamethrin + Prothioconazole + Thiacloprid",3,"DLT + PTZ + TCP",1,1,0,0,0,0,0,0,0,0,1,0,0,"3A + 4A + G1",3,1,1,0,0,0,0,0,1,0,0,"vsSCh + nAChR receptor agonist + DMI",3,1,1,"INS + FUN",2,-0.585026652029182
"1693","Insecticide + Insecticide","OD (10+75)",TRUE,"EC25 + SC200","M-060078-01-1","DLT+IMD ","DLT+IMD","3",NA,"deltamethrin EC 25 G","M-555661-01-1","imidacloprid SC 200 G","imidacloprid SC 200 G","M-032525-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.26,"cont","48",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deltamethrin + Imidacloprid",2,"DLT + IMD",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,-0.585026652029182
"2723","Insecticide + Fungicide","EW 250 & SC 100",FALSE,"EW250 & SC100","M-182518-02-1","TBZ & Fastac ","TBZ&ACY","1","Tank mix","tebuconazole EW 250 G ","M-182469-01-1","alpha-cypermethrin SC 100","alpha-cypermethrin SC 100","M-182498-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",0.26,"oral","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Tebuconazole + Alpha-cypermethrin",2,"TBZ + ACY",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.585026652029182
"1736","Insecticide + Fungicide","OD (10+100) & EC 250",TRUE,"EC25 + OD180 & EC250","M-103522-01-1","DLT+TCP & PTZ ","DLT+TCP&PTZ","2","Tank mix","deltamethrin EC 25","M-555661-01-1","thiacloprid OD 180 G","thiacloprid OD 180 G","M-272691-01-1","prothioconazole EC 250 G","M-182441-01-1",NA,NA,"Ratio.LD50.cont.48",0.25,"cont","48",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Deltamethrin + Prothioconazole + Thiacloprid",3,"DLT + PTZ + TCP",1,1,0,0,0,0,0,0,0,0,1,0,0,"3A + 4A + G1",3,1,1,0,0,0,0,0,1,0,0,"vsSCh + nAChR receptor agonist + DMI",3,1,1,"INS + FUN",2,-0.602059991327962
"1634","Insecticide + Insecticide","FS (100+80+100)",FALSE,"FS250 + TGAI + FS350","M-390577-01-1","CTD+CYB+IMD ","CTD+CYB+IMD","3",NA,"clothianidin FS 250 G","M-359875-01-1","beta-cyfluthrin TC","beta-cyfluthrin TC","M-053813-01-1","imidacloprid FS 350","M-500305-01-1",NA,NA,"Ratio.LD50.cont.24",0.24,"cont","24",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beta-cyfluthrin + Clothianidin + Imidacloprid",3,"CYB + CTD + IMD",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,-0.619788758288394
